Timestamp,Value
2025-03-20T23:37:50.143841,91.0567
2025-03-20T23:37:51.043835,91.0569
2025-03-20T23:37:51.748205,91.0573
2025-03-20T23:37:52.191561,91.0574
2025-03-20T23:37:55.313288,91.0570
2025-03-20T23:37:55.798125,91.0572
2025-03-20T23:37:56.446770,91.0576
2025-03-20T23:37:57.107027,91.0578
2025-03-20T23:37:57.594549,91.0573
2025-03-20T23:37:58.174087,91.0570
2025-03-20T23:37:58.786997,91.0570
2025-03-20T23:37:59.389478,91.0564
2025-03-20T23:37:59.836735,91.0564
2025-03-20T23:38:01.076105,91.0567
2025-03-20T23:38:01.559493,91.0567
2025-03-20T23:38:01.977606,91.0567
2025-03-20T23:38:02.569255,91.0567
2025-03-20T23:38:04.901783,91.0569
2025-03-20T23:38:05.296716,91.0569
2025-03-20T23:38:05.964274,91.0569
2025-03-20T23:38:06.578766,91.0574
2025-03-20T23:38:07.030176,91.0582
2025-03-20T23:38:07.525522,91.0585
2025-03-20T23:38:07.961696,91.0582
2025-03-20T23:38:08.395900,91.0582
2025-03-20T23:38:09.353805,91.0578
2025-03-20T23:38:09.995320,91.0573
2025-03-20T23:38:10.498413,91.0570
2025-03-20T23:38:11.105562,91.0569
2025-03-20T23:38:11.704436,91.0569
2025-03-20T23:38:12.212481,91.0566
2025-03-20T23:38:12.721199,91.0566
2025-03-20T23:38:13.230999,91.0566
2025-03-20T23:38:13.913384,91.0564
2025-03-20T23:38:15.359718,91.0566
2025-03-20T23:38:15.813648,91.0567
2025-03-20T23:38:16.277574,91.0570
2025-03-20T23:38:16.732834,91.0570
2025-03-20T23:38:17.310503,91.0568
2025-03-20T23:38:17.824241,91.0570
2025-03-20T23:38:18.246597,91.0566
2025-03-20T23:38:18.714298,91.0566
2025-03-20T23:38:19.162747,91.0566
2025-03-20T23:38:21.057479,91.0557
2025-03-20T23:38:22.358698,91.0546
2025-03-20T23:38:25.416639,91.0537
2025-03-20T23:38:27.646681,91.0538
2025-03-20T23:38:28.843732,91.0544
2025-03-20T23:38:31.408949,91.0537
2025-03-20T23:38:31.992083,91.0537
2025-03-20T23:38:35.493113,91.0527
2025-03-20T23:38:36.574644,91.0528
2025-03-20T23:38:38.494386,91.0509
2025-03-20T23:38:42.463838,91.0509
2025-03-20T23:38:45.479465,91.0506
2025-03-20T23:38:47.123994,91.0507
2025-03-20T23:38:47.662900,91.0506
2025-03-20T23:38:50.142310,91.0508
2025-03-20T23:38:50.641339,91.0508
2025-03-20T23:38:52.262354,91.0499
2025-03-20T23:38:52.832143,91.0494
2025-03-20T23:38:55.375313,91.0489
2025-03-20T23:38:55.910725,91.0489
2025-03-20T23:38:56.375576,91.0486
2025-03-20T23:38:56.945868,91.0486
2025-03-20T23:38:57.343601,91.0486
2025-03-20T23:38:57.872606,91.0486
2025-03-20T23:38:58.281915,91.0486
2025-03-20T23:38:58.699402,91.0486
2025-03-20T23:38:59.157860,91.0486
2025-03-20T23:38:59.595250,91.0486
2025-03-20T23:39:00.138210,91.0486
2025-03-20T23:39:00.536682,91.0486
2025-03-20T23:39:00.977363,91.0486
2025-03-20T23:39:01.425920,91.0486
2025-03-20T23:39:01.879474,91.0486
2025-03-20T23:39:02.996023,91.0498
2025-03-20T23:39:03.597578,91.0497
2025-03-20T23:39:04.179504,91.0500
2025-03-20T23:39:04.656839,91.0504
2025-03-20T23:39:05.698069,91.0499
2025-03-20T23:39:06.441984,91.0558
2025-03-20T23:39:06.903980,91.0499
2025-03-20T23:39:07.410130,91.0499
2025-03-20T23:39:08.043356,91.0496
2025-03-20T23:39:08.962144,91.0482
2025-03-20T23:39:09.372765,91.0482
2025-03-20T23:39:09.973940,91.0482
2025-03-20T23:39:10.423883,91.0479
2025-03-20T23:39:10.861073,91.0479
2025-03-20T23:39:11.359452,91.0482
2025-03-20T23:39:11.887786,91.0494
2025-03-20T23:39:12.409570,91.0492
2025-03-20T23:39:12.858727,91.0488
2025-03-20T23:39:13.278185,91.0493
2025-03-20T23:39:13.912445,91.0493
2025-03-20T23:39:14.337064,91.0493
2025-03-20T23:39:14.774901,91.0493
2025-03-20T23:39:15.312324,91.0493
2025-03-20T23:39:15.808468,91.0497
2025-03-20T23:39:16.295502,91.0497
2025-03-20T23:39:16.758821,91.0495
2025-03-20T23:39:17.159276,91.0495
2025-03-20T23:39:17.639999,91.0495
2025-03-20T23:39:18.090556,91.0500
2025-03-20T23:39:19.121646,91.0504
2025-03-20T23:39:19.594543,91.0507
2025-03-20T23:39:20.075531,91.0507
2025-03-20T23:39:20.461280,91.0507
2025-03-20T23:39:20.992454,91.0507
2025-03-20T23:39:23.665451,91.0527
2025-03-20T23:39:24.111515,91.0527
2025-03-20T23:39:24.688271,91.0527
2025-03-20T23:39:25.158947,91.0537
2025-03-20T23:39:29.560491,91.0537
2025-03-20T23:39:30.966807,91.0537
2025-03-20T23:39:31.409438,91.0538
2025-03-20T23:39:31.808384,91.0538
2025-03-20T23:39:32.722580,91.0547
2025-03-20T23:39:33.208101,91.0547
2025-03-20T23:39:37.006936,91.0549
2025-03-20T23:39:37.453847,91.0547
2025-03-20T23:39:37.867411,91.0547
2025-03-20T23:39:38.324503,91.0547
2025-03-20T23:39:38.705084,91.0547
2025-03-20T23:39:39.144123,91.0550
2025-03-20T23:39:40.977586,91.0555
2025-03-20T23:39:42.779902,91.0547
2025-03-20T23:39:43.179950,91.0547
2025-03-20T23:39:43.579464,91.0547
2025-03-20T23:39:44.094315,91.0549
2025-03-20T23:39:44.543084,91.0550
2025-03-20T23:39:46.527876,91.0560
2025-03-20T23:39:48.878333,91.0560
2025-03-20T23:39:49.453989,91.0560
2025-03-20T23:39:49.840285,91.0560
2025-03-20T23:39:50.244205,91.0560
2025-03-20T23:39:50.711568,91.0557
2025-03-20T23:39:51.253112,91.0557
2025-03-20T23:39:51.758266,91.0557
2025-03-20T23:39:52.179414,91.0557
2025-03-20T23:39:55.240433,91.0567
2025-03-20T23:39:56.204542,91.0560
2025-03-20T23:39:56.673204,91.0560
2025-03-20T23:39:57.278027,91.0560
2025-03-20T23:39:58.246835,91.0555
2025-03-20T23:39:58.727934,91.0557
2025-03-20T23:39:59.180412,91.0546
2025-03-20T23:39:59.775110,91.0540
2025-03-20T23:40:00.274366,91.0540
2025-03-20T23:40:00.681716,91.0538
2025-03-20T23:40:02.524926,91.0538
2025-03-20T23:40:03.790795,91.0544
2025-03-20T23:40:06.775315,91.0564
2025-03-20T23:40:07.187210,91.0566
2025-03-20T23:40:07.612033,91.0578
2025-03-20T23:40:08.129112,91.0579
2025-03-20T23:40:08.564251,91.0579
2025-03-20T23:40:08.979640,91.0578
2025-03-20T23:40:09.456367,91.0577
2025-03-20T23:40:09.905974,91.0581
2025-03-20T23:40:10.380256,91.0586
2025-03-20T23:40:10.826310,91.0585
2025-03-20T23:40:11.246604,91.0574
2025-03-20T23:40:11.720187,91.0573
2025-03-20T23:40:12.261871,91.0573
2025-03-20T23:40:12.658541,91.0573
2025-03-20T23:40:13.017890,91.0573
2025-03-20T23:40:13.459358,91.0573
2025-03-20T23:40:13.887989,91.0570
2025-03-20T23:40:14.390248,91.0568
2025-03-20T23:40:14.818198,91.0568
2025-03-20T23:40:20.058102,91.0568
2025-03-20T23:40:20.932177,91.0568
2025-03-20T23:40:21.459021,91.0568
2025-03-20T23:40:21.885239,91.0568
2025-03-20T23:40:22.296978,91.0568
